id,word,deng,ji,situation,wfreq,sfreq,newlink,bopomofo,pinyin
1803,溫暖,進階,第4級,交通、旅遊,54,95,"[['溫暖', ['43816']]]",ㄨㄣ ㄋㄨㄢˇ,wēn nuǎn
1804,文具,進階,第4級,日常起居,4,6,"[['文具', ['43881']]]",ㄨㄣˊ ㄐㄩˋ,wén jù
1805,文章/文,進階,第4級,教育、學習,209,94,"[['文章', ['43893']], ['文', ['43846', '43966']]]",ㄨㄣˊ ㄓㄤ/ㄨㄣˊ,wén zhāng/wén
1806,文字,進階,第4級,教育、學習,114,57,"[['文字', ['43901']]]",ㄨㄣˊ ㄗˋ,wén zì
1807,問好,進階,第4級,社交、人際,3,1,"[['問好', ['43979']]]",ㄨㄣˋ ㄏㄠˇ,wèn hǎo
1808,屋頂,進階,第4級,日常起居,26,50,"[['屋頂', ['42636']]]",ㄨ ㄉㄧㄥˇ,wū dǐng
1809,無論,進階,第4級,核心詞,151,34,"[['無論', ['42745']]]",ㄨˊ ㄌㄨㄣˋ,wú lùn
1810,舞台/舞臺,進階,第4級,休閒、娛樂,52,67,[],ㄨˇ ㄊㄞˊ,wǔ tái
1811,吸引,進階,第4級,情緒、態度,82,77,"[['吸引', ['26249']]]",ㄒㄧ ㄧㄣˇ,xī yǐn
1812,喜愛,進階,第4級,核心詞,48,19,"[['喜愛', ['26444']]]",ㄒㄧˇ ㄞˋ,xǐ ài
1813,細,進階,第4級,核心詞,36,41,"[['細', ['26465']]]",ㄒㄧˋ,xì
1814,系,進階,第4級,教育、學習,17,14,"[['系', ['26458']]]",ㄒㄧˋ,xì
1815,蝦子/蝦,進階,第4級,餐飲、烹飪,21,15,[],ㄒㄧㄚ ˙ㄗ/ㄒㄧㄚ,xiā zi/xiā
1816,嚇,進階,第4級,核心詞,67,42,"[['嚇', ['19217', '26683']]]",ㄒㄧㄚˋ,xià
1817,線,進階,第4級,交通、旅遊,66,92,"[['線', ['27528']]]",ㄒㄧㄢˋ,xiàn
1818,現金,進階,第4級,購物、商店,17,7,"[['現金', ['27476']]]",ㄒㄧㄢˋ ㄐㄧㄣ,xiàn jīn
1819,相反,進階,第4級,核心詞,71,20,"[['相反', ['27850']]]",ㄒㄧㄤ ㄈㄢˇ,xiāng fǎn
1820,香水,進階,第4級,日常起居,7,3,"[['香水', ['27954']]]",ㄒㄧㄤ ㄕㄨㄟˇ,xiāng shuǐ
1821,相同,進階,第4級,核心詞,119,47,"[['相同', ['27865']]]",ㄒㄧㄤ ㄊㄨㄥˊ,xiāng tóng
1822,香菸/菸,進階,第4級,日常起居,27,12,[],ㄒㄧㄤ ㄧㄢ/ㄧㄢ,xiāng yān/yān
1823,想念,進階,第4級,核心詞,18,11,"[['想念', ['28028']]]",ㄒㄧㄤˇ ㄋㄧㄢˋ,xiǎng niàn
1824,想起,進階,第4級,核心詞,106,18,[],ㄒㄧㄤˇ ㄑㄧˇ,xiǎng qǐ
1825,享受,進階,第4級,休閒、娛樂,89,78,"[['享受', ['28017']]]",ㄒㄧㄤˇ ㄕㄡˋ,xiǎng shòu
1826,想像,進階,第4級,核心詞,181,132,"[['想像', ['28030']]]",ㄒㄧㄤˇ ㄒㄧㄤˋ,xiǎng xiàng
1827,巷,進階,第4級,日常起居,9,4,"[['巷', ['28058']]]",ㄒㄧㄤˋ,xiàng
1828,巷口,進階,第4級,日常起居,3,1,[],ㄒㄧㄤˋ ㄎㄡˇ,xiàng kǒu
1829,巷子,進階,第4級,日常起居,8,4,"[['巷子', ['28062']]]",ㄒㄧㄤˋ ˙ㄗ,xiàng zi
1830,消夜/宵夜,進階,第4級,核心詞,2,3,"[['消夜', ['26910']], ['宵夜', ['26916']]]",ㄒㄧㄠ ㄧㄝˋ,xiāo yè
1831,小說,進階,第4級,休閒、娛樂,188,22,"[['小說', ['27045']]]",ㄒㄧㄠˇ ㄕㄨㄛ,xiǎo shuō
1832,小偷,進階,第4級,安全,11,4,"[['小偷', ['26981']]]",ㄒㄧㄠˇ ㄊㄡ,xiǎo tōu
1833,校長,進階,第4級,教育、學習,52,69,"[['校長', ['27122']]]",ㄒㄧㄠˋ ㄓㄤˇ,xiào zhǎng
1834,血,進階,第4級,核心詞,80,34,"[['血', ['26761']]]",ㄒㄧㄝˇ,xiě
1835,新郎,進階,第4級,社交、人際,7,2,"[['新郎', ['27737']]]",ㄒㄧㄣ ㄌㄤˊ,xīn láng
1836,新娘,進階,第4級,社交、人際,19,12,"[['新娘', ['27736']]]",ㄒㄧㄣ ㄋㄧㄤˊ,xīn niáng
1837,薪水,進階,第4級,職業,24,28,"[['薪水', ['27795']]]",ㄒㄧㄣ ㄕㄨㄟˇ,xīn shuǐ
1838,新台幣/新臺幣/台幣/臺幣,進階,第4級,公共服務,14,66,"[['新臺幣', ['27734']]]",ㄒㄧㄣ ㄊㄞˊ ㄅㄧˋ/ㄊㄞˊ ㄅㄧˋ,xīn tái bì/tái bì
1839,信心,進階,第4級,核心詞,80,63,"[['信心', ['27822']]]",ㄒㄧㄣˋ ㄒㄧㄣ,xìn xīn
1840,興奮,進階,第4級,核心詞,86,29,"[['興奮', ['28148']]]",ㄒㄧㄥ ㄈㄣˋ,xīng fèn
1841,醒,進階,第4級,日常起居,30,12,"[['醒', ['28284']]]",ㄒㄧㄥˇ,xǐng
1842,幸運,進階,第4級,核心詞,42,42,"[['幸運', ['28334']]]",ㄒㄧㄥˋ ㄩㄣˋ,xìng yùn
1843,修,進階,第4級,購物、商店,50,74,"[['修', ['27176']]]",ㄒㄧㄡ,xiū
1844,修理,進階,第4級,日常起居,15,21,"[['修理', ['27184']]]",ㄒㄧㄡ ㄌㄧˇ,xiū lǐ
1845,休閒,進階,第4級,休閒、娛樂,22,20,"[['休閒', ['27164']]]",ㄒㄧㄡ ㄒㄧㄢˊ,xiū xián
1846,學費,進階,第4級,教育、學習,10,20,"[['學費', ['28481']]]",ㄒㄩㄝˊ ㄈㄟˋ,xué fèi
1847,訓練,進階,第4級,職業,200,119,"[['訓練', ['28787']]]",ㄒㄩㄣˋ ㄌㄧㄢˋ,xùn liàn
1848,壓力,進階,第4級,核心詞,180,188,"[['壓力', ['40794']]]",ㄧㄚ ㄌㄧˋ,yā lì
1849,牙齒/牙,進階,第4級,身體、醫療,57,68,"[['牙齒', ['40815']], ['牙', ['40809']]]",ㄧㄚˊ ㄔˇ/ㄧㄚˊ,yá chǐ/yá
1850,亞洲,進階,第4級,,52,39,[],ㄧㄚˋㄓㄡ,yà zhōu
1851,煙火,進階,第4級,核心詞,5,3,"[['煙火', ['41618']]]",ㄧㄢ ㄏㄨㄛˇ,yān huǒ
1852,嚴格/嚴,進階,第4級,核心詞,70,61,"[['嚴格', ['41747']], ['嚴', ['41740']]]",ㄧㄢˊ ㄍㄜˊ/ㄧㄢˊ,yán gé/yán
1853,研究所,進階,第4級,教育、學習,52,26,"[['研究所', ['41675']]]",ㄧㄢˊ ㄐㄧㄡˋ ㄙㄨㄛˇ,yán jiù suǒ
1854,演講,進階,第4級,教育、學習,63,41,"[['演講', ['41847']]]",ㄧㄢˇ ㄐㄧㄤˇ,yǎn jiǎng
1855,眼淚/淚,進階,第4級,身體、醫療,77,44,"[['眼淚', ['41804']], ['淚', ['13386']]]",ㄧㄢˇ ㄌㄟˋ/ㄌㄟˋ,yǎn lèi/lèi
1856,演員,進階,第4級,休閒、娛樂,41,21,"[['演員', ['41860']]]",ㄧㄢˇ ㄩㄢˊ,yǎn yuán
1857,羊,進階,第4級,個人資料,61,41,"[['羊', ['27994', '42232']]]",ㄧㄤˊ,yáng
1858,養,進階,第4級,休閒、娛樂,75,170,"[['養', ['42331', '42366']]]",ㄧㄤˇ,yǎng
1859,邀請,進階,第4級,社交、人際,58,61,"[['邀請', ['41042']]]",ㄧㄠ ㄑㄧㄥˇ,yāo qǐng
1860,咬,進階,第4級,核心詞,46,43,"[['咬', ['41103']]]",ㄧㄠˇ,yǎo
1861,要不然,進階,第4級,核心詞,12,52,[],ㄧㄠˋ ㄅㄨˋ ㄖㄢˊ,yào bù rán
1862,要緊,進階,第4級,核心詞,18,6,"[['要緊', ['41135']]]",ㄧㄠˋ ㄐㄧㄣˇ,yào jǐn
1863,頁,進階,第4級,核心詞,156,29,"[['頁', ['40963']]]",ㄧㄝˋ,yè
1864,葉子/葉,進階,第4級,核心詞,90,166,"[['葉子', ['40974']], ['葉', ['33996', '40968']]]",ㄧㄝˋ ˙ㄗ/ㄧㄝˋ,yè zi/yè
1865,移民,進階,第4級,個人資料,25,82,"[['移民', ['40353']]]",ㄧˊ ㄇㄧㄣˊ,yí mín
1866,一邊,進階,第4級,核心詞,137,65,[],ㄧˋ ㄅㄧㄢ,yì biān
1867,藝術,進階,第4級,休閒、娛樂,212,110,"[['藝術', ['40736']]]",ㄧˋ ㄕㄨˋ,yì shù
1868,一同,進階,第4級,核心詞,36,19,"[['一同', ['40049']]]",ㄧˋ ㄊㄨㄥˊ,yì tóng
1869,意外,進階,第4級,安全,91,80,"[['意外', ['40696']]]",ㄧˋ ㄨㄞˋ,yì wài
1870,飲食,進階,第4級,餐飲、烹飪,70,103,"[['飲食', ['42152']]]",ㄧㄣˇ ㄕˊ,yǐn shí
1871,英雄,進階,第4級,教育、學習,90,28,"[['英雄', ['42394']]]",ㄧㄥ ㄒㄩㄥˊ,yīng xióng
1872,贏,進階,第4級,休閒、娛樂,45,36,"[['贏', ['42508']]]",ㄧㄥˊ,yíng
1873,影片,進階,第4級,休閒、娛樂,61,95,"[['影片', ['42522']]]",ㄧㄥˇ ㄆㄧㄢˋ,yǐng piàn
1874,影印,進階,第4級,教育、學習,6,2,"[['影印', ['42538']]]",ㄧㄥˇ ㄧㄣˋ,yǐng yìn
1875,硬,進階,第4級,核心詞,72,53,"[['硬', ['42549']]]",ㄧㄥˋ,yìng
1876,勇敢,進階,第4級,情緒、態度,42,48,"[['勇敢', ['45067']]]",ㄩㄥˇ ㄍㄢˇ,yǒng gǎn
1877,永遠,進階,第4級,核心詞,190,115,"[['永遠', ['45057']]]",ㄩㄥˇ ㄩㄢˇ,yǒng yuǎn
1878,用處,進階,第4級,核心詞,13,5,"[['用處', ['45107']]]",ㄩㄥˋ ㄔㄨˋ,yòng chù
1879,用力,進階,第4級,身體、醫療,50,28,"[['用力', ['45097']]]",ㄩㄥˋ ㄌㄧˋ,yòng lì
1880,用心,進階,第4級,核心詞,34,102,"[['用心', ['45104']]]",ㄩㄥˋ ㄒㄧㄣ,yòng xīn
1881,郵差,進階,第4級,公共服務,5,8,"[['郵差', ['41389']]]",ㄧㄡˊ ㄔㄞ,yóu chāi
1882,有關,進階,第4級,核心詞,247,115,"[['有關', ['41437']]]",ㄧㄡˇ ㄍㄨㄢ,yǒu guān
1883,語法,進階,第4級,,3,4,"[['語法', ['44342']]]",ㄩˇ ㄈㄚˇ,yǔ fǎ
1884,遇到,進階,第4級,核心詞,122,156,"[['遇到', ['44478']]]",ㄩˋ ㄉㄠˋ,yù dào
1885,遇見,進階,第4級,核心詞,31,7,"[['遇見', ['44483']]]",ㄩˋ ㄐㄧㄢˋ,yù jiàn
1886,玉米,進階,第4級,餐飲、烹飪,14,53,"[['玉米', ['44384']]]",ㄩˋ ㄇㄧˇ,yù mǐ
1887,預習,進階,第4級,教育、學習,2,2,"[['預習', ['44528']]]",ㄩˋ ㄒㄧˊ,yù xí
1888,員工,進階,第4級,職業,151,55,"[['員工', ['44823']]]",ㄩㄢˊ ㄍㄨㄥ,yuán gōng
1889,願望,進階,第4級,核心詞,24,23,"[['願望', ['44918']]]",ㄩㄢˋ ㄨㄤˋ,yuàn wàng
1890,月餅,進階,第4級,餐飲、烹飪,4,2,"[['月餅', ['44587']]]",ㄩㄝˋ ㄅㄧㄥˇ,yuè bǐng
1891,閱讀,進階,第4級,教育、學習,137,56,"[['閱讀', ['44634']]]",ㄩㄝˋ ㄉㄨˊ,yuè dú
1892,雲,進階,第4級,自然環境,102,54,"[['雲', ['44932']]]",ㄩㄣˊ,yún
1893,運氣,進階,第4級,核心詞,32,16,"[['運氣', ['44989', '44990']]]",ㄩㄣˋ ˙ㄑㄧ,yùn qi
1894,載1,進階,第4級,核心詞,66,47,"[['載', ['37052', '37095']]]",ㄗㄞˋ,zài
1895,責任,進階,第4級,社會,120,76,"[['責任', ['37010']]]",ㄗㄜˊ ㄖㄣˋ,zé rèn
1896,增加/增,進階,第4級,核心詞,217,230,"[['增加', ['37327']], ['增', ['37315']]]",ㄗㄥ ㄐㄧㄚ/ㄗㄥ,zēng jiā/zēng
1897,展覽,進階,第4級,休閒、娛樂,14,21,"[['展覽', ['29816']]]",ㄓㄢˇ ㄌㄢˇ,zhǎn lǎn
1898,戰爭,進階,第4級,社會,157,161,"[['戰爭', ['29909']]]",ㄓㄢˋ ㄓㄥ,zhàn zhēng
1899,著急,進階,第4級,核心詞,17,7,"[['著急', ['29634']]]",ㄓㄠ ㄐㄧˊ,zhāo jí
1900,找錢,進階,第4級,購物、商店,1,1,"[['找錢', ['29665']]]",ㄓㄠˇ ㄑㄧㄢˊ,zhǎo qián
1901,真正,進階,第4級,核心詞,296,202,"[['真正', ['29988']]]",ㄓㄣ ㄓㄥˋ,zhēn zhèng
1902,陣,進階,第4級,核心詞,106,20,"[['陣', ['30086']]]",ㄓㄣˋ,zhèn
1903,整理,進階,第4級,日常起居,76,80,"[['整理', ['30321']]]",ㄓㄥˇ ㄌㄧˇ,zhěng lǐ
1904,整天,進階,第4級,核心詞,15,8,"[['整天', ['30319']]]",ㄓㄥˇ ㄊㄧㄢ,zhěng tiān
1905,政府,進階,第4級,社會,305,570,"[['政府', ['30411']]]",ㄓㄥˋ ㄈㄨˇ,zhèng fǔ
